# Analysis title: MHCI_chipseq_diff_peaks_top1k analysis from Cistrome-GO
# Mode: Solo mode
# Specie: hg38
# Peak bed file name: MHCI_chipseq_diff_peaks_top1k.bed
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
regulation of telomere capping(GO:1904353)	16990, 0, 26, 0	0.0	1.0	1.0	26
negative regulation of cell death(GO:0060548)	16990, 142, 949, 11	1.387	0.466344353229	1.0	949
histone H3-K4 trimethylation(GO:0080182)	16990, 0, 15, 0	0.0	1.0	1.0	15
positive regulation of DNA-templated transcription, initiation(GO:2000144)	16990, 0, 26, 0	0.0	1.0	1.0	26
induction of positive chemotaxis(GO:0050930)	16990, 0, 14, 0	0.0	1.0	1.0	14
detection of chemical stimulus involved in sensory perception of smell(GO:0050911)	16990, 81, 403, 1	0.52	0.921185937742	1.0	403
regulation of fatty acid metabolic process(GO:0019217)	16990, 145, 83, 4	5.647	0.0170797060111	0.291041096822	83
regulation of lipid metabolic process(GO:0019216)	16990, 45, 383, 2	1.972	0.516135599515	1.0	383
regulation of steroid metabolic process(GO:0019218)	16990, 22, 112, 1	6.895	0.22902704102	0.773609597827	112
secondary metabolic process(GO:0019748)	16990, 85, 53, 1	3.771	0.248900752851	0.803628807103	53
glycosylation(GO:0070085)	16990, 133, 251, 2	1.018	0.715985625755	1.0	251
positive regulation of erythrocyte differentiation(GO:0045648)	16990, 0, 30, 0	0.0	1.0	1.0	30
cellular response to estradiol stimulus(GO:0071392)	16990, 22, 34, 1	22.714	0.070549666038	0.476606592195	34
photoreceptor cell development(GO:0042461)	16990, 0, 37, 0	0.0	1.0	1.0	37
antimicrobial humoral response(GO:0019730)	16990, 109, 103, 5	7.567	0.00175202063832	0.0795352425395	103
acid secretion(GO:0046717)	16990, 80, 68, 1	3.123	0.300912083122	0.897326174715	68
modification by symbiont of host morphology or physiology(GO:0044003)	16990, 0, 43, 0	0.0	1.0	1.0	43
embryonic epithelial tube formation(GO:0001838)	16990, 69, 23, 1	10.706	0.094771409318	0.527195789458	23
negative regulation of locomotion(GO:0040013)	16990, 60, 314, 3	2.705	0.249937400761	0.805223642105	314
regulation of locomotion(GO:0040012)	16990, 135, 944, 15	2.0	0.0411447096204	0.399199799793	944
negative regulation of multicellular organism growth(GO:0040015)	16990, 0, 11, 0	0.0	1.0	1.0	11
chromosome organization(GO:0051276)	16990, 116, 370, 4	1.583	0.483621284449	1.0	370
positive regulation of locomotion(GO:0040017)	16990, 135, 528, 10	2.384	0.0416632724033	0.40023910717	528
negative regulation of endothelial cell migration(GO:0010596)	16990, 99, 48, 1	3.575	0.252954223627	0.810120627391	48
positive regulation of embryonic development(GO:0040019)	16990, 69, 35, 1	7.035	0.144433126488	0.614799414518	35
positive regulation of multicellular organism growth(GO:0040018)	16990, 0, 33, 0	0.0	1.0	1.0	33
regulation of release of sequestered calcium ion into cytosol(GO:0051279)	16990, 109, 76, 3	6.153	0.0302248956553	0.349475356015	76
regulation of neutrophil chemotaxis(GO:0090022)	16990, 121, 28, 1	5.015	0.18261450127	0.685337280268	28
ribose phosphate metabolic process(GO:0019693)	16990, 129, 379, 4	1.39	0.567091266836	1.0	379
epithelial to mesenchymal transition(GO:0001837)	16990, 15, 65, 1	17.426	0.0997015679402	0.533352950798	65
regulation of cGMP-mediated signaling(GO:0010752)	16990, 0, 15, 0	0.0	1.0	1.0	15
endoplasmic reticulum mannose trimming(GO:1904380)	16990, 0, 16, 0	0.0	1.0	1.0	16
chromosome localization(GO:0050000)	16990, 0, 67, 0	0.0	1.0	1.0	67
arachidonic acid metabolic process(GO:0019369)	16990, 0, 52, 0	0.0	1.0	1.0	52
regulation of animal organ morphogenesis(GO:2000027)	16990, 69, 207, 2	2.379	0.366890860088	1.0	207
regulation of plasminogen activation(GO:0010755)	16990, 0, 14, 0	0.0	1.0	1.0	14
positive regulation of interleukin-4 production(GO:0032753)	16990, 134, 23, 1	5.513	0.16687523707	0.657387297547	23
positive regulation of macrophage chemotaxis(GO:0010759)	16990, 128, 14, 1	9.481	0.100682843934	0.533352950798	14
regulation of macrophage chemotaxis(GO:0010758)	16990, 128, 25, 1	5.309	0.172928900706	0.663351740117	25
positive regulation of interleukin-8 production(GO:0032757)	16990, 121, 46, 1	3.052	0.283130031732	0.868154678542	46
neuron projection fasciculation(GO:0106030)	16990, 0, 23, 0	0.0	1.0	1.0	23
positive regulation of interleukin-6 production(GO:0032755)	16990, 121, 82, 1	1.712	0.450489684415	1.0	82
positive regulation of interleukin-5 production(GO:0032754)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of T cell differentiation in thymus(GO:0033089)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of actin cytoskeleton reorganization(GO:2000249)	16990, 0, 34, 0	0.0	1.0	1.0	34
positive regulation of membrane depolarization(GO:1904181)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of sister chromatid segregation(GO:0033045)	16990, 0, 80, 0	0.0	1.0	1.0	80
negative regulation of reproductive process(GO:2000242)	16990, 72, 56, 1	4.214	0.235747403546	0.786369633189	56
positive regulation of reproductive process(GO:2000243)	16990, 0, 74, 0	0.0	1.0	1.0	74
regulation of reproductive process(GO:2000241)	16990, 113, 154, 3	2.929	0.178404208874	0.673566911054	154
establishment or maintenance of actin cytoskeleton polarity(GO:0030950)	16990, 0, 12, 0	0.0	1.0	1.0	12
cell-matrix adhesion(GO:0007160)	16990, 0, 101, 0	0.0	1.0	1.0	101
negative regulation of cell adhesion(GO:0007162)	16990, 18, 261, 1	3.616	0.442283805278	1.0	261
establishment or maintenance of cell polarity(GO:0007163)	16990, 0, 158, 0	0.0	1.0	1.0	158
positive regulation of mitotic sister chromatid segregation(GO:0062033)	16990, 0, 17, 0	0.0	1.0	1.0	17
negative regulation of telomere maintenance via telomerase(GO:0032211)	16990, 0, 20, 0	0.0	1.0	1.0	20
enzyme linked receptor protein signaling pathway(GO:0007167)	16990, 66, 663, 3	1.165	0.762368842727	1.0	663
receptor guanylyl cyclase signaling pathway(GO:0007168)	16990, 0, 11, 0	0.0	1.0	1.0	11
T cell mediated immunity(GO:0002456)	16990, 0, 37, 0	0.0	1.0	1.0	37
negative regulation of B cell apoptotic process(GO:0002903)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of B cell apoptotic process(GO:0002902)	16990, 0, 17, 0	0.0	1.0	1.0	17
detection of chemical stimulus involved in sensory perception of taste(GO:0050912)	16990, 0, 46, 0	0.0	1.0	1.0	46
snRNA processing(GO:0016180)	16990, 0, 36, 0	0.0	1.0	1.0	36
cell-cell adhesion mediated by cadherin(GO:0044331)	16990, 0, 27, 0	0.0	1.0	1.0	27
neuron projection guidance(GO:0097485)	16990, 69, 239, 1	1.03	0.742060652516	1.0	239
regulation of T cell differentiation in thymus(GO:0033081)	16990, 0, 24, 0	0.0	1.0	1.0	24
gastrulation(GO:0007369)	16990, 0, 40, 0	0.0	1.0	1.0	40
regulation of endothelial cell development(GO:1901550)	16990, 0, 13, 0	0.0	1.0	1.0	13
negative regulation of neuron differentiation(GO:0045665)	16990, 64, 217, 4	4.893	0.0280411969653	0.342583236415	217
regulation of neuron differentiation(GO:0045664)	16990, 64, 629, 6	2.532	0.109141261378	0.548997873405	629
regulation of osteoblast differentiation(GO:0045667)	16990, 0, 110, 0	0.0	1.0	1.0	110
regulation of transcription involved in cell fate commitment(GO:0060850)	16990, 99, 17, 1	10.095	0.0958572272364	0.527195789458	17
regulation of myoblast differentiation(GO:0045661)	16990, 125, 53, 3	7.694	0.017667015361	0.291041096822	53
leukocyte mediated cytotoxicity(GO:0001909)	16990, 94, 35, 1	5.164	0.182286239413	0.685337280268	35
negative regulation of proteasomal protein catabolic process(GO:1901799)	16990, 92, 54, 1	3.42	0.266973761123	0.840408240184	54
positive regulation of signal transduction by p53 class mediator(GO:1901798)	16990, 23, 21, 1	35.176	0.0390324829115	0.386309141572	21
negative regulation of signal transduction by p53 class mediator(GO:1901797)	16990, 0, 32, 0	0.0	1.0	1.0	32
regulation of signal transduction by p53 class mediator(GO:1901796)	16990, 23, 129, 1	5.726	0.271665529643	0.848513764664	129
cell killing(GO:0001906)	16990, 94, 81, 3	6.694	0.0281409003364	0.342677799033	81
catechol-containing compound metabolic process(GO:0009712)	16990, 150, 43, 2	5.268	0.0937023981744	0.527195789458	43
regulation of thymocyte apoptotic process(GO:0070243)	16990, 0, 13, 0	0.0	1.0	1.0	13
protein K63-linked ubiquitination(GO:0070534)	16990, 0, 39, 0	0.0	1.0	1.0	39
positive regulation of triglyceride metabolic process(GO:0090208)	16990, 0, 19, 0	0.0	1.0	1.0	19
protein K63-linked deubiquitination(GO:0070536)	16990, 0, 31, 0	0.0	1.0	1.0	31
protein-containing complex remodeling(GO:0034367)	16990, 80, 29, 1	7.323	0.134214298493	0.592266766744	29
cellular response to lipid(GO:0071396)	16990, 132, 397, 9	2.918	0.017517057122	0.291041096822	397
carbohydrate homeostasis(GO:0033500)	16990, 22, 177, 2	8.726	0.0699905820454	0.476173549701	177
toll-like receptor 9 signaling pathway(GO:0034162)	16990, 0, 15, 0	0.0	1.0	1.0	15
positive regulation of protein targeting to mitochondrion(GO:1903955)	16990, 0, 32, 0	0.0	1.0	1.0	32
RNA-dependent DNA biosynthetic process(GO:0006278)	16990, 0, 26, 0	0.0	1.0	1.0	26
mammary gland epithelial cell proliferation(GO:0033598)	16990, 0, 12, 0	0.0	1.0	1.0	12
localization within membrane(GO:0051668)	16990, 140, 113, 1	1.074	0.610136174659	1.0	113
regulation of mammary gland epithelial cell proliferation(GO:0033599)	16990, 0, 18, 0	0.0	1.0	1.0	18
organ or tissue specific immune response(GO:0002251)	16990, 77, 28, 1	7.88	0.125826651812	0.574218401533	28
regulation of anion transmembrane transport(GO:1903959)	16990, 0, 26, 0	0.0	1.0	1.0	26
cellular response to cholesterol(GO:0071397)	16990, 0, 16, 0	0.0	1.0	1.0	16
regulation of secondary metabolite biosynthetic process(GO:1900376)	16990, 64, 11, 1	24.134	0.0421061729164	0.400629705494	11
negative regulation of systemic arterial blood pressure(GO:0003085)	16990, 0, 17, 0	0.0	1.0	1.0	17
positive regulation of systemic arterial blood pressure(GO:0003084)	16990, 99, 13, 1	13.201	0.0739182654711	0.487797909616	13
negative regulation of purine nucleotide biosynthetic process(GO:1900372)	16990, 22, 17, 1	45.428	0.029198658408	0.346783504553	17
regulation of cell proliferation involved in kidney development(GO:1901722)	16990, 0, 13, 0	0.0	1.0	1.0	13
response to X-ray(GO:0010165)	16990, 0, 29, 0	0.0	1.0	1.0	29
cell-substrate junction assembly(GO:0007044)	16990, 0, 41, 0	0.0	1.0	1.0	41
negative regulation of cell cycle G2/M phase transition(GO:1902750)	16990, 0, 56, 0	0.0	1.0	1.0	56
negative regulation of fatty acid biosynthetic process(GO:0045717)	16990, 0, 15, 0	0.0	1.0	1.0	15
covalent chromatin modification(GO:0016569)	16990, 28, 372, 1	1.631	0.688294282219	1.0	372
nucleotide-excision repair, preincision complex assembly(GO:0006294)	16990, 0, 29, 0	0.0	1.0	1.0	29
nucleotide-excision repair, DNA gap filling(GO:0006297)	16990, 0, 24, 0	0.0	1.0	1.0	24
regulation of complement activation(GO:0030449)	16990, 59, 50, 1	5.759	0.186791247526	0.692111594084	50
steroid hormone mediated signaling pathway(GO:0043401)	16990, 99, 128, 5	6.704	0.00333040412949	0.111244749047	128
nucleotide-excision repair, preincision complex stabilization(GO:0006293)	16990, 0, 21, 0	0.0	1.0	1.0	21
organic hydroxy compound transport(GO:0015850)	16990, 127, 133, 2	2.012	0.378319696817	1.0	133
demethylation(GO:0070988)	16990, 146, 63, 1	1.847	0.420213673575	1.0	63
collagen metabolic process(GO:0032963)	16990, 20, 62, 1	13.702	0.119635707327	0.562544001475	62
mismatch repair(GO:0006298)	16990, 0, 31, 0	0.0	1.0	1.0	31
muscle cell cellular homeostasis(GO:0046716)	16990, 0, 19, 0	0.0	1.0	1.0	19
embryonic hemopoiesis(GO:0035162)	16990, 0, 19, 0	0.0	1.0	1.0	19
protein stabilization(GO:0050821)	16990, 123, 170, 4	3.25	0.0942374701902	0.527195789458	170
positive regulation of coagulation(GO:0050820)	16990, 0, 27, 0	0.0	1.0	1.0	27
protein localization to non-motile cilium(GO:0097499)	16990, 0, 13, 0	0.0	1.0	1.0	13
defense response to Gram-negative bacterium(GO:0050829)	16990, 121, 78, 2	3.6	0.17321617164	0.663351740117	78
regulation of transcription from RNA polymerase II promoter in response to hypoxia(GO:0061418)	16990, 0, 32, 0	0.0	1.0	1.0	32
bone mineralization(GO:0030282)	16990, 0, 47, 0	0.0	1.0	1.0	47
Golgi localization(GO:0051645)	16990, 0, 14, 0	0.0	1.0	1.0	14
L-serine metabolic process(GO:0006563)	16990, 0, 12, 0	0.0	1.0	1.0	12
nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway(GO:0035872)	16990, 0, 28, 0	0.0	1.0	1.0	28
ammonium ion metabolic process(GO:0097164)	16990, 150, 187, 2	1.211	0.622819717108	1.0	187
T cell proliferation(GO:0042098)	16990, 0, 35, 0	0.0	1.0	1.0	35
regulation of IRE1-mediated unfolded protein response(GO:1903894)	16990, 0, 12, 0	0.0	1.0	1.0	12
tryptophan metabolic process(GO:0006568)	16990, 0, 12, 0	0.0	1.0	1.0	12
transcription initiation from RNA polymerase I promoter(GO:0006361)	16990, 0, 32, 0	0.0	1.0	1.0	32
long-chain fatty acid import into cell(GO:0044539)	16990, 0, 11, 0	0.0	1.0	1.0	11
negative chemotaxis(GO:0050919)	16990, 34, 40, 1	12.493	0.107104623746	0.548438392825	40
negative regulation of MAPK cascade(GO:0043409)	16990, 43, 164, 2	4.818	0.154914004923	0.637959215481	164
transcription initiation from RNA polymerase II promoter(GO:0006367)	16990, 65, 161, 3	4.871	0.0677610534487	0.471623039934	161
transcription by RNA polymerase II(GO:0006366)	16990, 75, 324, 2	1.398	0.632362239515	1.0	324
termination of RNA polymerase II transcription(GO:0006369)	16990, 0, 34, 0	0.0	1.0	1.0	34
regulation of lipid storage(GO:0010883)	16990, 0, 45, 0	0.0	1.0	1.0	45
regulation of MAPK cascade(GO:0043408)	16990, 134, 731, 10	1.734	0.220340436083	0.755408052429	731
G protein-coupled receptor signaling pathway(GO:0007186)	16990, 148, 1257, 13	1.187	0.661177528988	1.0	1257
L-alpha-amino acid transmembrane transport(GO:1902475)	16990, 0, 44, 0	0.0	1.0	1.0	44
negative regulation of heart contraction(GO:0045822)	16990, 0, 24, 0	0.0	1.0	1.0	24
thioester metabolic process(GO:0035383)	16990, 129, 93, 2	2.832	0.244056184168	0.800866576072	93
embryonic digestive tract morphogenesis(GO:0048557)	16990, 0, 18, 0	0.0	1.0	1.0	18
thioester biosynthetic process(GO:0035384)	16990, 129, 42, 1	3.136	0.275484795351	0.856428802741	42
cellular response to gonadotropin stimulus(GO:0071371)	16990, 22, 18, 1	42.904	0.031338954145	0.357449449841	18
reactive oxygen species biosynthetic process(GO:1903409)	16990, 150, 25, 2	9.061	0.0358208403488	0.379476549239	25
melanin metabolic process(GO:0006582)	16990, 0, 14, 0	0.0	1.0	1.0	14
negative regulation of protein metabolic process(GO:0051248)	16990, 43, 1064, 5	1.857	0.406083203376	1.0	1064
regulation of behavior(GO:0050795)	16990, 103, 66, 1	2.499	0.342435285544	0.966049104672	66
indolalkylamine metabolic process(GO:0006586)	16990, 0, 15, 0	0.0	1.0	1.0	15
Wnt signaling pathway, planar cell polarity pathway(GO:0060071)	16990, 0, 51, 0	0.0	1.0	1.0	51
regulation of SNARE complex assembly(GO:0035542)	16990, 0, 11, 0	0.0	1.0	1.0	11
immunoglobulin mediated immune response(GO:0016064)	16990, 39, 17, 1	25.626	0.0439154852922	0.406218238953	17
signal release(GO:0023061)	16990, 140, 139, 2	1.746	0.439989167964	1.0	139
somatic stem cell population maintenance(GO:0035019)	16990, 0, 53, 0	0.0	1.0	1.0	53
regulation of postsynaptic membrane potential(GO:0060078)	16990, 0, 101, 0	0.0	1.0	1.0	101
negative regulation of ossification(GO:0030279)	16990, 13, 71, 1	18.407	0.0988038664712	0.532787665612	71
regulation of inositol phosphate biosynthetic process(GO:0010919)	16990, 0, 16, 0	0.0	1.0	1.0	16
chaperone-mediated protein folding(GO:0061077)	16990, 112, 56, 2	5.418	0.0914997890676	0.526470359707	56
epithelial tube formation(GO:0072175)	16990, 69, 29, 1	8.491	0.119642934201	0.562544001475	29
energy coupled proton transport, down electrochemical gradient(GO:0015985)	16990, 0, 20, 0	0.0	1.0	1.0	20
purine nucleobase biosynthetic process(GO:0009113)	16990, 0, 12, 0	0.0	1.0	1.0	12
lipid droplet organization(GO:0034389)	16990, 0, 19, 0	0.0	1.0	1.0	19
energy derivation by oxidation of organic compounds(GO:0015980)	16990, 36, 119, 2	7.932	0.0679903322955	0.471623039934	119
response to hydrogen peroxide(GO:0042542)	16990, 0, 110, 0	0.0	1.0	1.0	110
low-density lipoprotein particle clearance(GO:0034383)	16990, 0, 24, 0	0.0	1.0	1.0	24
high-density lipoprotein particle assembly(GO:0034380)	16990, 72, 13, 1	18.152	0.0553850144979	0.432542310357	13
plasma lipoprotein particle clearance(GO:0034381)	16990, 0, 40, 0	0.0	1.0	1.0	40
flavonoid metabolic process(GO:0009812)	16990, 22, 15, 1	51.485	0.0250441978926	0.331288363593	15
nucleoside bisphosphate metabolic process(GO:0033865)	16990, 129, 128, 2	2.058	0.367240001344	1.0	128
estrous cycle(GO:0044849)	16990, 0, 15, 0	0.0	1.0	1.0	15
lung cell differentiation(GO:0060479)	16990, 0, 20, 0	0.0	1.0	1.0	20
entrainment of circadian clock by photoperiod(GO:0043153)	16990, 0, 20, 0	0.0	1.0	1.0	20
regulation of digestive system process(GO:0044058)	16990, 117, 40, 1	3.63	0.244365014039	0.801224074661	40
fatty-acyl-CoA biosynthetic process(GO:0046949)	16990, 129, 30, 1	4.39	0.205261179911	0.722083868847	30
regulation of protein maturation(GO:1903317)	16990, 93, 65, 3	8.432	0.01399184232	0.270686992119	65
regulation of carbohydrate metabolic process(GO:0006109)	16990, 23, 165, 2	8.954	0.0647384869531	0.468401833696	165
regulation of protein localization to cell periphery(GO:1904375)	16990, 18, 110, 1	8.581	0.199261700261	0.714726903992	110
positive regulation of mRNA metabolic process(GO:1903313)	16990, 82, 75, 3	8.288	0.0163911102116	0.288795751347	75
negative regulation of mRNA metabolic process(GO:1903312)	16990, 69, 80, 1	3.078	0.322630575633	0.933164803844	80
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors(GO:1902042)	16990, 0, 35, 0	0.0	1.0	1.0	35
positive regulation of extrinsic apoptotic signaling pathway via death domain receptors(GO:1902043)	16990, 43, 17, 2	46.484	0.0011959423495	0.0653691216034	17
fatty acid metabolic process(GO:0006631)	16990, 88, 300, 4	2.574	0.197101135009	0.712103760191	300
negative regulation of phosphorus metabolic process(GO:0010563)	16990, 60, 542, 4	2.09	0.345213947988	0.971608595566	542
unsaturated fatty acid biosynthetic process(GO:0006636)	16990, 66, 34, 1	7.571	0.135856964878	0.596585393692	34
fatty acid beta-oxidation(GO:0006635)	16990, 45, 57, 1	6.624	0.185248144144	0.688064535391	57
neutral lipid metabolic process(GO:0006638)	16990, 127, 94, 1	1.423	0.511852487901	1.0	94
bile acid metabolic process(GO:0008206)	16990, 0, 36, 0	0.0	1.0	1.0	36
positive regulation of protein metabolic process(GO:0051247)	16990, 134, 1630, 23	1.789	0.0258421091628	0.336120564054	1630
cellular biogenic amine catabolic process(GO:0042402)	16990, 0, 21, 0	0.0	1.0	1.0	21
thyroid hormone metabolic process(GO:0042403)	16990, 0, 15, 0	0.0	1.0	1.0	15
negative regulation of calcineurin-NFAT signaling cascade(GO:0070885)	16990, 0, 15, 0	0.0	1.0	1.0	15
regulation of calcineurin-NFAT signaling cascade(GO:0070884)	16990, 0, 34, 0	0.0	1.0	1.0	34
regulation of protein targeting(GO:1903533)	16990, 0, 81, 0	0.0	1.0	1.0	81
cristae formation(GO:0042407)	16990, 0, 27, 0	0.0	1.0	1.0	27
digestive tract development(GO:0048565)	16990, 0, 57, 0	0.0	1.0	1.0	57
protein localization to postsynaptic membrane(GO:1903539)	16990, 0, 27, 0	0.0	1.0	1.0	27
lens morphogenesis in camera-type eye(GO:0002089)	16990, 0, 11, 0	0.0	1.0	1.0	11
cell morphogenesis(GO:0000902)	16990, 14, 215, 1	5.645	0.324303654959	0.9363369582	215
regulation of cellular response to growth factor stimulus(GO:0090287)	16990, 127, 259, 2	1.033	0.713713407581	1.0	259
organelle assembly(GO:0070925)	16990, 105, 520, 3	0.934	0.831058788401	1.0	520
positive regulation of calcium ion import(GO:0090280)	16990, 0, 17, 0	0.0	1.0	1.0	17
catabolic process(GO:0009056)	16990, 23, 1891, 6	2.344	0.169841503356	0.661621082826	1891
regulation of protein polyubiquitination(GO:1902914)	16990, 0, 21, 0	0.0	1.0	1.0	21
negative regulation of cellular response to growth factor stimulus(GO:0090288)	16990, 127, 144, 2	1.858	0.414975894183	1.0	144
positive regulation of protein polyubiquitination(GO:1902916)	16990, 0, 12, 0	0.0	1.0	1.0	12
macromolecule catabolic process(GO:0009057)	16990, 58, 953, 8	2.459	0.0681869180321	0.471623039934	953
regulation of the force of heart contraction(GO:0002026)	16990, 127, 28, 1	4.778	0.190358298923	0.700031662116	28
regulation of heart rate(GO:0002027)	16990, 127, 96, 1	1.394	0.51936068239	1.0	96
erythrocyte development(GO:0048821)	16990, 120, 16, 1	8.849	0.107674070253	0.548997873405	16
glutathione metabolic process(GO:0006749)	16990, 0, 53, 0	0.0	1.0	1.0	53
